year,month,day,hour,min,area,property,death,death_fireman,injury,injury_fireman,missing,detail,where,longtitude,latitude,reason,province,type,reason2,GDP,rank_G,killed_injured,id
2012,12,25,3,32,60,7.1,3,,2,,,电动自行车蓄电池电气线路短路引燃周边可燃物引起火灾,安徽省合肥市蜀山区翠竹园小区一门面房,117.268147,31.879075,电气（电器）,安徽,公共,电气（电动车）,17212.05,14,5,00352
2012,12,30,5,13,40,6.8,3,,,,,电气线路短路,广东省揭阳市揭东县玉窖镇一民宅,116.537857,23.590478,电气（电线）,广东,住宅,电气（电线）,57067.92,1,3,00353
2012,12,31,1,41,,0.05,3,,,,,刑事放火,山东省烟台市芝罘区上夼西路一居民楼,121.404716,37.534403,人为,山东,住宅,人为（纵火）,50013.24,3,3,00354
2013,1,1,2,39,1.2,849.95,3,3,3,3,,人为纵火,浙江省杭州市萧山区瓜沥镇空港新城友成机工有限公司,120.479322,30.193806,人为,浙江,工厂,人为（纵火）,37756.59,4,6,00355
2013,1,4,8,25,40,1.3,7,,1,,,儿童玩火,河南省开封市兰考县城关镇中山北街县卫生局西侧袁某某私人收养场所,114.827402,34.840853,小孩玩火,河南,住宅,小孩玩火,32191.3,5,8,00356
2013,1,6,20,32,4000,2912,5,,14,,,电气故障,上海市浦东新区沪南公路2000号上海农产品中心批发市场,121.566126,31.170693,电气（电线）,上海,公共,电气（电线）,21818.15,12,19,00357
2013,1,7,9,9,15000,1586.4,,,,,,室外观光电梯电焊作业时，焊渣飞落至361°体育用品商店库房内，引燃可燃物发生火灾,黑龙江省哈尔滨国润服装面料大市场有限公司,126.617786,45.711044,作业不慎,黑龙江,工厂,作业不慎,14454.91,17,0,00358
2013,1,8,3,26,100,3,3,,2,,,电气故障,江苏省常熟市虞山镇新建家苑3幢502室,120.747099,31.639406,电气（电线）,江苏,住宅,电气（电线）,59753.37,2,5,00359
2013,1,9,6,58,,1.5,3,,,,,电动车蓄电池电源线路短路,广东省广州市白云区广州大道北白水塘新一佳路口一自行车店铺,113.334034,23.19808,电气（电器）,广东,住宅,电气（电动车）,62474.79,1,3,00360
2013,1,9,7,7,,0.3,3,,,,,生活用火不慎,广东省广州市白云区石井镇凰岗一横路一临时住宅,113.284283,23.230747,用火不慎,广东,住宅,用火不慎,62474.79,1,3,00361
2013,1,11,1,57,20,0.5,3,,3,,,刑事放火,上海市宝山区沪太路上海龙子太郎儿童用品职工宿舍,121.429453,31.288796,人为,上海,住宅,人为（纵火）,21818.15,12,6,00362
2013,1,12,3,31,75,14,4,,,,,电气线路故障,浙江省温州市鹿城区五马街道底垟儿巷22弄6号一民房,120.67679,28.019946,电气（电线）,浙江,住宅,电气（电线）,37756.59,4,4,00363
2013,1,12,22,28,135,29.8,4,,,,,电动车电气故障,广西壮族自治区来宾市兴宾区大桥路30、32号民房（一层为绿源电动车商铺）,109.22863,23.733906,电气（电器）,广西,住宅,电气（电动车）,14449.9,18,4,00364
2013,1,15,17,5,,131.5,3,,,,,使用电加热器具不慎,北京市海淀区大钟寺东路爱家市场后面豪雨林宾馆,116.343787,39.975894,用火不慎,北京,公共,用火不慎,19800.81,13,3,00365
2013,1,19,22,44,150,3,3,,,,,用火不慎,上海市青浦区赵巷镇新光村一简易板房,121.205876,31.150854,用火不慎,上海,住宅,用火不慎,21818.15,12,3,00366
2013,1,20,9,27,,18.8,3,,,,,电气线路短路,广东省东莞市长安镇霄边社区大塘路甘元三巷1号锦莲楼一商铺,113.822819,22.810571,电气（电线）,广东,公共,电气（电线）,62474.79,1,3,00367
2013,1,24,22,16,35,0.8557,6,,,,,电气故障,河南省焦作市解放区建设中路130号院1号楼1单元5号王某某住宅,113.24708,35.239693,电气（电线）,河南,住宅,电气（电线）,32191.3,5,6,00368
2013,1,29,3,30,137.6,7,3,,,,,刑事放火,贵州省遵义市绥阳县太白镇高坪村雄上组杨某某家,107.139553,28.466076,人为,贵州,住宅,人为（纵火）,8086.86,26,3,00369
2013,2,2,0,21,20,1.8,4,,,,,电气线路故障,江苏省丹阳市访仙镇独山村东山凹春芳车辆附件加工点,119.763388,32.034774,电气（电线）,江苏,公共,电气（电线）,59753.37,2,4,00371
2013,2,2,2,23,,6.2,5,,1,,,有放火嫌疑,辽宁省彰武县中华路48-3号美国加州牛肉面大王面馆,122.541306,42.386647,人为,辽宁,公共,人为（纵火）,27213.22,7,6,00370
2013,2,6,19,58,21988,2167,,,,,,村民张某某家的烟囱喷出火星引燃二层堆放的柴草,甘肃省甘南藏族自治州迭部县腊子口乡黑多村,103.87614,34.076044,用火不慎,甘肃,住宅,用火不慎,6330.69,27,0,00372
2013,2,7,18,10,14,3.8,4,,,,,电动摩托车充电过程中发生电气故障,河南省信阳市浉河区航空路富丽华城23号楼3单元一层楼梯间处,114.10911,32.105554,电气（电器）,河南,住宅,电气（电动车）,32191.3,5,4,00373
2013,2,10,4,53,22.5,0.089,3,,,,,生活用火不慎,贵州省安顺市西秀区东关办红村二组钱家珍家,105.958842,26.257092,用火不慎,贵州,住宅,用火不慎,8086.86,26,3,00374
2013,2,10,10,23,200,128,4,,1,,,燃放烟花爆竹,广东省梅州市五华县棉洋镇黄桥街一居民住宅,115.757786,23.621032,用火不慎,广东,住宅,用火不慎,62474.79,1,5,00375
2013,2,18,6,38,1400,216.2,3,,,,,电气线路短路,河北省唐山市迁西县兴城镇景忠西街中兴超市,118.30849,40.172524,电气（电线）,河北,公共,电气（电线）,28442.95,6,3,00376
2013,2,18,17,40,6.5,0.01,5,,,,,儿童玩火,贵州省黔东南州麻江县碧波乡朝阳村竹叶冲组王某某家,107.655379,26.573048,小孩玩火,贵州,住宅,小孩玩火,8086.86,26,5,00377
2013,2,20,3,6,,0.32,3,,4,,,人为纵火,山东省淄博市张店区步行街明明旅馆,118.077151,36.816097,人为,山东,公共,人为（纵火）,55230.32,3,7,00378
2013,2,23,2,59,120,60,8,,1,,,人为纵火,浙江省台州温岭市泽国镇牧屿管理区牧西村中行西路106号李某某的出租房,121.35652,28.465567,人为,浙江,住宅,人为（纵火）,37756.59,4,9,00379
2013,2,26,2,30,37,4.5,4,,,,,线路故障,浙江省台州市路桥区路北街道马铺路800号王安杂货店,121.368454,28.5926,电气（电线）,浙江,公共,电气（电线）,37756.59,4,4,00380
2013,2,28,1,30,330,2.4,4,,,,,涉嫌刑事犯罪,浙江省温州乐清市盐盘街道上段村一出租房,120.983448,28.076486,人为,浙江,住宅,人为（纵火）,37756.59,4,4,00381
2013,3,6,18,40,10,0.035,3,,,,,人为纵火,广西壮族自治区南宁市西乡塘区坛洛镇上中村中楞坡一柴房,108.029521,22.806282,人为,广西,住宅,人为（纵火）,14449.9,18,3,00382
2013,3,12,21,0,282,30,6,,1,,,电气故障,江西省抚州市乐安县南村乡南村150号民房,115.933002,27.313195,电气（电线）,江西,住宅,电气（电线）,14410.19,20,7,00383
2013,3,17,4,58,,4,3,,1,,,刑事放火,吉林省长春市德惠市岔路口镇同巨永村五社于某某住宅,126.129799,44.595929,人为,吉林,住宅,人为（纵火）,13046.4,21,4,00384
2013,3,26,5,15,70,7.6,3,,,,,不能排除因吸烟不慎,湖南省长沙市开福区四方坪街道左岸春天小区C1栋701室戴某某住宅,113.019026,28.244136,吸烟,湖南,住宅,吸烟,24621.67,10,3,00385
2013,3,28,6,32,20,8.5,5,,,,,电动车在充电过程中电线短路,广东省茂名市电白县水东镇绿景苑T栋2梯,111.013871,21.517967,电气（电器）,广东,住宅,电气（电动车）,62474.79,1,5,00386
2013,4,3,14,15,3800,346.6,4,,6,,,蔬菜市场内王记川味卤菜店经营人任某某在店内使用液化石油气时，喷枪与连接液化石油气钢瓶的软管脱落，软管起火，任某某甩出带有火源的软管，引燃可燃物引发火灾,湖北省十堰市广东路张湾蔬菜市场,110.781852,32.660763,作业不慎,湖北,公共,作业不慎,24791.83,9,10,00387
2013,4,4,2,30,,5,3,,,,,用电设备故障过热,山东省德州市运河经济开发区铁西商贸大道106号黑马商贸市场内的鑫鑫玩具批发部,116.28686,37.440784,电气（电器）,山东,工厂,电气（电器）,55230.32,3,3,00388
2013,4,4,3,36,31,4.7,3,,,,,遗留火种,广东省揭阳普宁市里湖镇新池村新隆园一住宅,116.209042,23.317432,遗留火种,广东,住宅,遗留火种,62474.79,1,3,00389
2013,4,9,1,50,64,4,3,,,,,刑事放火,云南省怒江州兰坪县营盘镇书院街机关球场一民房,99.276876,26.499145,人为,云南,住宅,人为（纵火）,11832.31,24,3,00390
2013,4,9,3,40,100,5,7,,,,,人为纵火,江西省赣州市石城县龙岗乡龙岗村下龙岗一民房,116.276028,26.111487,人为,江西,住宅,人为（纵火）,14410.19,20,7,00391
2013,4,13,4,23,20,0.5,4,,,,,吸烟不慎,上海市徐汇区田林路65弄一老式民宅,121.426738,31.177045,吸烟,上海,住宅,吸烟,21818.15,12,4,00392
2013,4,14,5,50,510,186.9,14,,47,,,电气线路短路,湖北省襄阳市樊城区前进路158号的一景城市花园酒店二层迅驰星空网络会所,112.163657,32.067173,电气（电线）,湖北,公共,电气（电线）,24791.83,9,61,00761
2013,4,20,10,35,3860,1657.97,3,,,,,火灾系对起火建筑外墙上的自动扶梯进行氧割作业时，火花掉落到自动扶梯下方的负一层耗材仓库，引燃其中可燃物所致,湖南省益阳市赫山区桃花仑中路北侧的步步高超市碧云斋店,112.378639,28.584067,电气（电器）,湖南,公共,电气（电器）,24621.67,10,3,00393
2013,4,23,10,55,104.5,6.2,3,,2,,,电器设备发生故障,甘肃省临夏回族自治州临夏市城郊镇木场河滩74号民居,103.144658,35.527323,电气（电器）,甘肃,住宅,电气（电器）,6330.69,27,5,00394
2013,4,23,21,30,300,10,3,,,,,电动自行车线路短路引燃可燃物,江苏省苏州市吴江区运西开发区柳胥大象涂料厂后面一临时工棚,120.65735,31.000093,电气（电器）,江苏,工厂,电气（电动车）,59753.37,2,3,00395
2013,4,27,21,4,180,30.99,8,,2,,,电动自行车线路短路引燃可燃物,江苏省苏州市高新区邓尉路滨河花苑6幢103室,120.568679,31.3061,电气（电器）,江苏,住宅,电气（电动车）,59753.37,2,10,00396
2013,4,28,6,16,,7.9,3,,1,,,不能排除遗留火种,黑龙江省哈尔滨市道里区建国北六道街13号5栋2单元701室,126.605691,45.759705,遗留火种,黑龙江,住宅,遗留火种,14454.91,17,4,00397
2013,4,30,2,20,97.5,90.9,3,,4,,,电气线路故障,贵州省黔东南州凯里经济开发区下司镇沙飘村周家桥田某某住宅,107.886308,26.52991,电气（电线）,贵州,住宅,电气（电线）,8086.86,26,7,00398
2013,5,1,5,53,,0.1,3,,,,,人为纵火,河南省焦作市武陟县木城镇沁河路英才学校对面家属楼二层,113.416084,35.106951,人为,河南,住宅,人为（纵火）,32191.3,5,3,00399
2013,5,2,1,48,130,7.9,3,,,,,原因不明,贵州省毕节市纳雍县张家湾镇张家弯村河边组陈某某住宅,105.381278,26.611129,原因不明,贵州,住宅,原因不明,8086.86,26,3,00400
2013,5,3,14,,90,2.3,4,,,,,存在放火嫌疑,河南省驻马店市汝南县张楼镇王沟村村民王某某自建住宅,114.237668,33.146622,人为,河南,住宅,人为（纵火）,32191.3,5,4,00401
2013,5,6,4,18,200,31.7,8,,3,,,电源线短路,广东省东莞市虎门镇虎门寨龙泉小区9巷8号一居民住宅（出租做为淘宝网店）,113.680772,22.82751,电气（电线）,广东,住宅,电气（电线）,62474.79,1,11,00402
2013,5,11,23,15,20,24.4,5,,,,,人为纵火,安徽省宿松县孚玉镇大河村殷某某房屋,116.11894,30.158278,人为,安徽,住宅,人为（纵火）,19229.34,14,5,00403
2013,5,22,2,,58,13.7,3,,,,,不排除使用蚊香不慎引燃展台西北侧木板下方可燃物引发火灾,湖北省汉川市经济开发区汉正新城川东大道21号3栋309号商铺,113.914541,30.67292,用火不慎,湖北,公共,用火不慎（蚊香）,24791.83,9,3,00404
2013,5,24,5,26,96,14,9,,,,,电气故障,广东省佛山市南海区桂城季华路与桂澜路交汇处南方汽修店,113.150344,23.040687,电气（电线）,广东,住宅,电气（电线）,62474.79,1,9,00405
2013,5,28,0,40,11.28,0.2,6,,,,,人为纵火,湖南省永州市江永县千家峒瑶族乡凤岩山村生猪养殖示范场内一民工住房,111.334245,25.332182,人为,湖南,住宅,人为（纵火）,24621.67,10,6,00406
2013,6,2,14,27,,697,4,,,,,起火原因为作业人员在罐顶违规违章进行气割动火作业，切割火焰引燃泄漏的甲苯等易燃易爆气体，回火至罐内引起储罐爆炸,辽宁省大连市甘井子区山中街1号中国石油天然气股份有限公司大连石化分公司第一联合车间,121.652178,38.979722,违章操作,辽宁,工厂,违章操作,27213.22,7,4,00407
2013,6,3,6,10,17234,1820,121,,76,,,电气线路短路,吉林省德惠市宝源丰禽业有限公司主厂房,125.769044,44.510507,电气（电线）,吉林,工厂,电气（电线）,13046.4,21,197,00762
2013,6,7,,,,,47,,34,,,放火,福建省厦门市一辆车牌号为闽D-Y7396的公交车行驶至厦门快速公交系统（BRT）高架桥公交车道金山站往蔡塘站之间时起火,117.95039,24.494778,人为,福建,公共,人为（纵火）,21868.49,11,81,00763
2013,6,12,2,43,,1,3,,,,,人为纵火,广东省潮州市潮安县古巷镇枫二村大坛路中段发廊,116.572651,23.653461,人为,广东,公共,人为（纵火）,62474.79,1,3,00408
2013,6,16,4,40,12,1.2,4,,1,,,电气线路故障,江西省南昌市新建县长麦路215号居民楼,115.824067,28.695002,电气（电线）,江西,住宅,电气（电线）,14410.19,20,5,00409
2013,6,29,19,27,,1.7,3,,,,,工人违章操作，在给塑料容器加注甲醇燃料时甲醇溢出，遇明火发生轰燃,山西省太原市迎泽区西太堡街中正花园阳光15号福口饺子馆,112.594627,37.829131,违章操作,山西,公共,违章操作,12665.25,23,3,00410
2013,7,1,18,11,,4838.7,,,,,,雷电引发棉垛起火,山西省临汾市侯马市晋生巷北二胡同山西省棉麻公司侯马采购供应站,111.356149,35.617861,自然力,山西,工厂,自然力,12665.25,23,0,00411
2013,7,2,12,40,20000,4671,,,,,,不能排除人为遗留火种,湖南省长沙市雨花区东山街道的湖南启升装饰材料有限责任公司租赁用于存放圣象地板的仓库,113.077352,28.158532,遗留火种,湖南,工厂,遗留火种,24621.67,10,0,00412
2013,7,4,3,52,300,239,3,,1,,,电视机电线短路故障,浙江省宁波慈溪市周巷镇兴业北路358号一民房,121.140269,30.185176,电气（电线）,浙江,住宅,电气（电线）,37756.59,4,4,00413
2013,7,5,5,43,66,7.7,3,,,,,吸烟,贵州省黔东南州凯里市龙场镇华介村看牛坪组吴某住宅,107.937835,26.638708,吸烟,贵州,住宅,吸烟,8086.86,26,3,00414
2013,7,20,,,20,0.3314,3,,,,,人为纵火,湖北省鄂州市华容区蒲团乡大庙村五斗丘42号民房,114.791574,30.458073,人为,湖北,住宅,人为（纵火）,24791.83,9,3,00415
2013,7,22,2,46,,10.6,,,,,,电源线短路,江苏省常熟市119消防指挥中心接到尚湖镇王庄管理区利农路21号门面房,120.591271,31.694472,电气（电线）,江苏,公共,电气（电线）,59753.37,2,0,00416
2013,7,23,8,17,,1514.7,,,,,,车辆内部故障,辽宁省一辆三一牌全地面起重机行驶至京沈高速北京至沈阳方向570公里处（辽宁省鞍山市境内,122.753592,41.6216,车辆,辽宁,公共,车辆,27213.22,7,0,00417
2013,7,24,19,20,60,0.9,3,,,,,小孩玩火,四川省泸州市叙永县合乐苗族乡方元村四组一村民房,105.553722,28.185751,小孩玩火,四川,住宅,小孩玩火,26392.07,8,3,00418
2013,7,26,,,170,16.6,11,,,,,人为放火,黑龙江省海伦市联合敬老院,126.950668,47.473775,人为,黑龙江,住宅,人为（纵火）,14454.91,17,11,00764
2013,7,27,0,42,20,1.8,3,,,,,电热故障,安徽省阜阳市阜南县六里和谐新区7号楼五单元503室,115.654099,32.655881,电气（电线）,安徽,住宅,电气（电线）,19229.34,14,3,00419
2013,7,30,7,40,,15,7,,1,,,机械设备引发爆燃事故,河北省廊坊市文安县新钢钢铁有限公司制氧厂,116.494817,38.91139,机械设备,河北,工厂,机械设备,28442.95,6,8,00420
2013,8,3,23,50,300,20,3,,,,,人为纵火,湖南省永州市江华瑶族自治县桥头铺镇蒋某某住宅,111.541646,25.287352,人为,湖南,住宅,人为（纵火）,24621.67,10,3,00421
2013,8,5,11,51,17,1.7,3,,,,,小孩玩火,西藏自治区拉萨市当雄县纳木湖乡一帐篷,91.094697,30.737221,小孩玩火,西藏,住宅,小孩玩火,815.67,31,3,00422
2013,8,8,1,3,171,312.3,7,,,,,电动自行车电源线短路引燃可燃物,浙江省温州瑞安市锦湖街道瓦窑路一路2弄18号军健便利店,120.632269,27.79424,电气（电器）,浙江,公共,电气（电动车）,37756.59,4,7,00423
2013,8,8,20,32,5700,175,3,,,,,电气故障,江西省赣州市南康市龙岭镇黎边村米石岭鸿海台面拼花家具二厂发生火灾并蔓延至相邻鸿海家具一厂、芙蓉轩家具厂,114.795543,25.730496,电气（电线）,江西,工厂,电气（电线）,14410.19,20,3,00424
2013,8,9,3,,35,15,3,,4,,,不排除遗留火种,河南省南阳市社旗县城郊乡河南街村村民程某某住宅,112.934084,33.026233,遗留火种,河南,住宅,遗留火种,32191.3,5,7,00425
2013,8,23,0,0,246,5.7,3,,,,,使用蚊香不慎,海南省海口市秀英区长流镇儒显村韦成美粉碎店,110.226298,20.017026,用火不慎,海南,公共,用火不慎（蚊香）,3177.56,28,3,00426
2013,8,25,4,30,50,4.1,4,,,,,电气故障,重庆市南岸区响水路铁路小区3单元B栋6-3号,106.57873,29.533589,电气（电线）,重庆,住宅,电气（电线）,12783.26,22,4,00427
2013,8,28,1,22,110,13,6,,,,,火灾系电源插座接触不良引燃可燃物所致,湖南省株洲市芦淞区星通路51号金元大厦9楼909号复式住宅楼,113.162426,27.834581,电气（电线）,湖南,住宅,电气（电线）,24621.67,10,6,00428
2013,8,28,9,14,,13,5,,8,,,工人违章作业,黑龙江省哈尔滨市松北区锦观城在建工程,126.452271,45.941458,违章操作,黑龙江,公共,违章操作,14454.91,17,13,00429
2013,8,30,7,36,1500,153,8,,5,,,空调电源线接头处相间短路产生电弧引发面漆车间内可燃蒸气爆炸所致,浙江省嘉兴市平湖市独山港镇穗轮工业园区磊鑫五金厂内的申平塑胶有限公司,121.257935,30.738032,电气（电线）,浙江,工厂,电气（电线）,37756.59,4,13,00430
2013,9,2,17,3,6700,300,5,,1,,,违章操作,浙江省温州市瓯海区郭溪街道三溪工业区康宏西路6号亿俐德海绵制品有限公司,120.555204,27.983938,违章操作,浙江,工厂,违章操作,37756.59,4,6,00431
2013,9,3,2,49,130,7.4,3,,,,,电动自行车充电过程中电气故障,浙江省宁波市北仑区新碶街道贝碶村七六房24号民房,121.838538,29.909426,电气（电器）,浙江,住宅,电气（电动车）,37756.59,4,3,00432
2013,9,7,2,6,80,50,5,,,,,遗留火种,安徽省蚌埠市秦集镇仁和村仁和集农贸市场内沈某某住宅,117.312615,32.85155,遗留火种,安徽,住宅,遗留火种,19229.34,14,5,00433
2013,9,7,3,39,239,20,4,,,,,放火嫌疑,河南省周口市郸城县支农路中段东方红配件经营部,115.210592,33.65543,人为,河南,公共,人为（纵火）,32191.3,5,4,00434
2013,9,8,18,13,,3,3,,,,,电气线路短路,北京市昌平区南邵镇辛庄村中心街30号张某某住宅,116.309049,40.221209,电气（电线）,北京,住宅,电气（电线）,19800.81,13,3,00435
2013,9,13,6,,12,0.946,4,,2,,,使用蚊香不慎,四川省广安市广安区方坪乡前进村七组仁爱疗养院,106.668383,30.429316,用火不慎,四川,住宅,用火不慎（蚊香）,26392.07,8,6,00436
2013,9,14,10,9,,80,5,,,,,违章进行电焊作业,辽宁省抚顺市东洲区城乡路52号顺特化工有限公司,124.05636,41.813243,违章操作,辽宁,工厂,违章操作,27213.22,7,5,00437
2013,9,19,4,20,200,29.6,5,,,,,人为纵火,湖南省郴州市桂阳县方元镇方元村4组一民房,112.672515,25.664618,人为,湖南,住宅,人为（纵火）,24621.67,10,5,00438
2013,9,30,4,20,200,20.8,3,,,,,电气线路故障,云南省昆明市官渡区吴井路197-3号北侧小拇指微修店和浪淘沙洗车场,102.734436,25.03163,电气（电线）,云南,公共,电气（电线）,11832.31,24,3,00439
2013,10,11,3,3,1500,1300,2,2,,,,电动自行车蓄电池在充电过程中发生电气故障,北京市石景山区苹果园南路13号喜隆多购物广场,116.202523,39.936276,电气（电器）,北京,公共,电气（电动车）,19800.81,13,2,00440
2013,10,14,17,50,,500,3,,,,,违章操作,山东省临沂市兰山区枣沟头镇柳家沟村嘉实建筑模板厂,118.270569,35.207977,违章操作,山东,工厂,违章操作,55230.32,3,3,00441
2013,10,17,5,20,,50,3,,16,,,由于燃气管道引入管弯头与钢塑接头连接处焊口未焊透、出现环形开裂，造成燃气泄漏窜入楼内，达到爆炸极限范围遇电火花引发爆炸,黑龙江省鸡西市鸡冠区龙山国际小区3号楼,130.959937,45.30761,泄漏,黑龙江,住宅,泄漏,14454.91,17,19,00442
2013,10,17,14,10,7000,4661.8,2,,,,,不能排除遗留火种,江西省南昌市西湖区抚生路888号雷达家具厂,115.879118,28.653532,遗留火种,江西,工厂,遗留火种,14410.19,20,2,00443
2013,10,18,10,,,1,3,,2,,,双层炒锅因排气孔堵塞，夹层内导热油受热膨胀，发生物理爆炸,山东省烟台市牟平区武宁街道办事处西武宁村“纯香油坊”,121.568009,37.372816,用火不慎,山东,公共,用火不慎,55230.32,3,5,00444
2013,10,21,8,40,,408,4,,2,,,导热油压力管道支线破裂，高温导热油泄漏引燃可燃物,山东省东营市垦利县兴隆街道办黄店村东新发药业有限公司公用工程管廊,118.642449,37.562067,用火不慎,山东,工厂,用火不慎,55230.32,3,6,00445
2013,10,25,0,55,62,60,5,,,,,电动童车在充电过程中线路故障,广东省东莞市莞城区罗沙东门广场学左前街三巷一民宅,113.769047,23.048892,电气（电器）,广东,住宅,电气（电动车）,62474.79,1,5,00446
2013,10,30,13,45,500,30,7,,,,,生产作业不慎,河北省承德承钢正桥矿业开发有限公司黄杖子钙灰厂3号、4号生产线,116.348276,40.202126,作业不慎,河北,工厂,作业不慎,28442.95,6,7,00447
2013,10,31,2,24,50,6.4,3,,,,,吸烟,天津市北辰区普天里8号楼502室,117.186616,39.196584,吸烟,天津,住宅,吸烟,14442.01,19,3,00448
2013,11,2,1,7,70,1,5,,,,,电动车电气线路故障,广东省广州市白云区龙归南岭村桥头北街4号一居民楼,113.310134,23.287886,电气（电器）,广东,住宅,电气（电动车）,62474.79,1,5,00449
2013,11,4,23,7,,2,8,,10,,,电动自行车电气线路短路,河南省郑州市经济技术开发区老南岗村村民苗某某自建房,113.764279,34.732834,电气（电器）,河南,住宅,电气（电动车）,32191.3,5,18,00450
2013,11,9,3,38,40,5.7,4,,,,,生活用火不慎,浙江省台州市临海市杜桥镇杜下浦村4-85号一出租房,121.486784,28.774286,用火不慎,浙江,住宅,用火不慎,37756.59,4,4,00451
2013,11,19,3,9,220,27.2,3,,,,,电动自行车充电短路,四川省绵阳市三台县中新镇高新村五组一民房,105.163106,31.021015,电气（电器）,四川,住宅,电气（电动车）,26392.07,8,3,00452
2013,11,19,20,30,560,200,12,,4,,,电气原因,北京市朝阳区十八里店乡小武基村第三管理站临38号院,116.494854,39.863377,电气（电线）,北京,工厂,电气（电线）,19800.81,13,16,00765
2013,11,20,2,52,10,4,4,,2,,,电器设备故障,广东省东莞市厚街镇珊美大道北49号新城沐足后一居民住宅,113.667219,22.937071,电气（电器）,广东,住宅,电气（电器）,62474.79,1,6,00453
2013,11,22,13,55,1600,20.4,5,,,,,违章切割供暖管道时，引燃被切割供暖管道下方的保温材料导致火灾,内蒙古自治区赤峰市红山区桥北唯美品格住宅小区在建工地地下车库,118.959815,42.298395,作业不慎,内蒙古,公共,作业不慎,16916.5,15,5,00454
2013,11,22,20,7,16,3,3,,,,,遗留火种,广西自治区柳州市柳江县基隆开发区南环路92号民房,109.3852,24.263646,遗留火种,广西,住宅,遗留火种,14449.9,18,3,00455
2013,11,30,2,34,171.6,249.5,3,,,,,电气线路故障,浙江省丽水市缙云县新碧街道镇北路19号一民房,120.099055,28.756313,电气（电线）,浙江,住宅,电气（电线）,37756.59,4,3,00456
2013,11,30,2,40,60,5,4,,,,,电气故障,江西省宜春市奉新县书院路223号飞扬精品店,115.398581,28.697243,电气（电线）,江西,公共,电气（电线）,14410.19,20,4,00457
2013,12,1,7,,2549,2098.6,,,,,,不能排除电气故障引发火灾的可能,安徽省安庆市宜秀区白泽湖乡安庆市钰马水利设备厂仓库,117.119275,30.574652,电气（电线）,安徽,工厂,电气（电线）,19229.34,14,0,00458
2013,12,5,1,45,700,27.4,6,,2,,,电源线路短路,河北省石家庄市桥西区海棠湾一期建设工程施工现场工棚,114.455718,38.025591,电气（电线）,河北,公共,电气（电线）,28442.95,6,8,00459
2013,12,9,10,40,6.27,0.3,3,,,,,焊工作业人员操作时，泄漏的乙炔气体和氯丁橡塑专用胶挥发出的可燃气体在相对密闭的作业空间内达到一定浓度，遇到施焊作业中的明火引发爆燃所致,重庆市涪陵区中山路9号铂金大厦写字楼,107.406641,29.716409,作业不慎,重庆,公共,作业不慎,12783.26,22,3,00460
2013,12,11,1,26,,187,16,,5,,,电源线短路,广东省深圳市光明新区荣健农副产品批发市场,113.99504,22.743001,电气（电线）,广东,公共,电气（电线）,62474.79,1,21,00766
2013,12,11,1,14,,10,4,,,,,原因不明,山东省济南市历城区汇科旺园小区6号楼2单元十七层,117.073601,36.684501,原因不明,山东,住宅,原因不明,55230.32,3,4,00461
2013,12,15,18,52,12000,4000,,,,,,总电源线短路,广东省广州市越秀区217号建业大厦,113.270509,23.129305,电气（电线）,广东,工厂,电气（电线）,62474.79,1,0,00462
2013,12,16,22,50,226,101.3,3,,,,,电气线路故障,江西省上饶市德兴市新岗山镇占才村占阳街村民王某某自建房,118.030043,29.180063,电气（电线）,江西,住宅,电气（电线）,14410.19,20,3,00463
2013,12,24,3,40,552,82,7,,4,,,人为纵火,福建省宁德市古田县城东街道解放一支路2号民房,118.79167,26.634796,人为,福建,住宅,人为（纵火）,21868.49,11,11,00464
2013,12,24,3,9,120,20,4,,,,,电气线路故障,河北省承德市围场县围场镇常乐福老年公寓,117.770518,41.92923,电气（电线）,河北,住宅,电气（电线）,28442.95,6,4,00465
2013,12,26,2,40,180,10,3,,,,,生活用火不慎,云南省楚雄州南华县马街镇锈水塘村委会普家村村民小组一民房,100.891137,24.831073,用火不慎,云南,住宅,用火不慎,11832.31,24,3,00466
2013,12,26,17,28,4800,73,3,,,,,焊割引起,福建省泉州市丰泽区田边村泉州海日星工艺美术有限公司厂房,118.599694,24.957519,作业不慎,福建,工厂,作业不慎,21868.49,11,3,00467
2013,12,27,16,42,111,5,4,,,,,电线短路,广东省汕头市潮南区峡山街道上东浦村四片一民宅,116.399943,23.237707,电气（电线）,广东,住宅,电气（电线）,62474.79,1,4,00468
2013,12,29,4,0,,45,6,,,,,电线短路,广东省清远市清新区石潭镇街道村委会金狮街一居民住宅,112.777608,24.12797,电气（电线）,广东,住宅,电气（电线）,62474.79,1,6,00469
2013,12,31,23,58,50,32.1,3,,,,,点燃檀香不慎引燃,安徽省阜阳市颍州区颍州中路96号MAN精品男装店,115.831717,32.900858,用火不慎,安徽,公共,用火不慎,19229.34,14,3,00470
2014,1,1,3,16,50,3,3,,,,,电气故障,上海市宝山区通河八村169号一老式居民住宅,121.451906,31.334603,电气（电线）,上海,住宅,电气（电线）,23567.7,12,3,00471
2014,1,1,22,40,28.7,7.3,4,,,,,电气故障,浙江省杭州市萧山区瓜沥镇沙田头村临港工业园区农业银行对面一出租房,120.452132,30.210089,电气（电线）,浙江,住宅,电气（电线）,40173.03,4,4,00472
